Hz,dBFS(rms),THD(%),BUZZ(%)
3457.03,-75.08,0.00,0.00
3462.89,-74.70,0.00,0.00
3468.75,-74.32,0.00,0.00
3474.61,-73.99,0.00,0.00
3480.47,-73.67,0.00,0.00
3486.33,-73.36,0.00,0.00
3492.19,-73.06,0.00,0.00
3498.05,-72.75,0.00,0.00
3503.91,-72.46,0.00,0.00
3509.77,-72.18,0.00,0.00
3515.63,-71.89,0.00,0.00
3521.48,-71.62,0.00,0.00
3527.34,-71.35,0.00,0.00
3533.20,-71.09,0.00,0.00
3539.06,-70.84,0.00,0.00
3544.92,-70.58,0.00,0.00
3550.78,-70.36,0.00,0.00
3556.64,-70.12,0.00,0.00
3562.50,-69.87,0.00,0.00
3568.36,-69.63,0.00,0.00
3574.22,-69.38,0.00,0.00
3580.08,-69.11,0.00,0.00
3585.94,-68.85,0.00,0.00
3591.80,-68.58,0.00,0.00
3597.66,-68.29,0.00,0.00
3603.52,-68.00,0.00,0.00
3609.38,-67.71,0.00,0.00
3615.23,-67.41,0.00,0.00
3621.09,-67.10,0.00,0.00
3626.95,-66.78,0.00,0.00
3632.81,-66.44,0.00,0.00
3638.67,-66.10,0.00,0.00
3644.53,-65.75,0.00,0.00
3650.39,-65.39,0.00,0.00
3656.25,-65.02,0.00,0.00
3662.11,-64.64,0.00,0.00
3667.97,-64.25,0.00,0.00
3673.83,-63.86,0.00,0.00
3679.69,-63.47,0.00,0.00
3685.55,-63.07,0.00,0.00
3691.41,-62.67,0.00,0.00
3697.27,-62.25,0.00,0.00
3703.13,-61.85,0.00,0.00
3708.98,-61.44,0.00,0.00
3714.84,-61.05,0.00,0.00
3720.70,-60.66,0.00,0.00
3726.56,-60.26,0.00,0.00
3732.42,-59.89,0.00,0.00
3738.28,-59.53,0.00,0.00
3744.14,-59.18,0.00,0.00
3750.00,-58.85,0.00,0.00
3755.86,-58.54,0.00,0.00
3761.72,-58.24,0.00,0.00
3767.58,-57.97,0.00,0.00
3773.44,-57.72,0.00,0.00
3779.30,-57.47,0.00,0.00
3785.16,-57.23,0.00,0.00
3791.02,-56.71,0.00,0.00
3796.88,-54.90,0.00,0.00
3802.73,-54.90,0.00,0.00
3808.59,-56.11,0.00,0.00
3814.45,-56.21,0.00,0.00
3820.31,-55.97,0.00,0.00
3826.17,-55.71,0.00,0.00
3832.03,-55.44,0.00,0.00
3837.89,-55.14,0.00,0.00
3843.75,-54.81,0.00,0.00
3849.61,-54.46,0.00,0.00
3855.47,-54.08,0.00,0.00
3861.33,-53.68,0.00,0.00
3867.19,-53.24,0.00,0.00
3873.05,-52.77,0.00,0.00
3878.91,-52.28,0.00,0.00
3884.77,-51.75,0.00,0.00
3890.63,-51.19,0.00,0.00
3896.48,-50.59,0.00,0.00
3902.34,-49.95,0.00,0.00
3908.20,-49.26,0.00,0.00
3914.06,-48.51,0.00,0.00
3919.92,-47.69,0.00,0.00
3925.78,-46.80,0.00,0.00
3931.64,-45.82,0.00,0.00
3937.50,-44.74,0.00,0.00
3943.36,-43.53,0.00,0.00
3949.22,-42.12,0.00,0.00
3955.08,-40.63,0.00,0.00
3960.94,-38.78,0.00,0.00
3966.80,-36.56,0.00,0.00
3972.66,-33.67,0.00,0.00
3978.52,-29.68,0.00,0.00
3984.38,-23.40,0.00,0.00
3990.23,-10.92,0.00,0.00
3996.09,5.89,0.00,0.00
4001.95,7.78,2.65,0.01
4007.81,-2.64,0.00,0.00
4013.67,-20.45,0.00,0.00
4019.53,-27.91,0.00,0.00
4025.39,-32.45,0.00,0.00
4031.25,-35.57,0.00,0.00
4037.11,-37.93,0.00,0.00
4042.97,-39.84,0.00,0.00
4048.83,-41.38,0.00,0.00
4054.69,-42.76,0.00,0.00
4060.55,-43.96,0.00,0.00
4066.41,-45.02,0.00,0.00
4072.27,-45.96,0.00,0.00
4078.13,-46.80,0.00,0.00
4083.98,-47.56,0.00,0.00
4089.84,-48.24,0.00,0.00
4095.70,-48.84,0.00,0.00
4101.56,-49.37,0.00,0.00
4107.42,-49.90,0.00,0.00
4113.28,-50.37,0.00,0.00
4119.14,-50.79,0.00,0.00
4125.00,-51.18,0.00,0.00
4130.86,-51.53,0.00,0.00
4136.72,-51.86,0.00,0.00
4142.58,-52.15,0.00,0.00
4148.44,-52.42,0.00,0.00
4154.30,-52.65,0.00,0.00
4160.16,-52.86,0.00,0.00
4166.02,-53.05,0.00,0.00
4171.88,-53.21,0.00,0.00
4177.73,-53.36,0.00,0.00
4183.59,-53.49,0.00,0.00
4189.45,-53.60,0.00,0.00
4195.31,-53.70,0.00,0.00
4201.17,-53.79,0.00,0.00
4207.03,-53.91,0.00,0.00
4212.89,-54.01,0.00,0.00
4218.75,-54.09,0.00,0.00
4224.61,-54.19,0.00,0.00
4230.47,-54.28,0.00,0.00
4236.33,-54.38,0.00,0.00
4242.19,-54.49,0.00,0.00
4248.05,-54.60,0.00,0.00
4253.91,-54.72,0.00,0.00
4259.77,-54.86,0.00,0.00
4265.63,-55.02,0.00,0.00
4271.48,-55.20,0.00,0.00
4277.34,-55.40,0.00,0.00
4283.20,-55.62,0.00,0.00
4289.06,-55.86,0.00,0.00
4294.92,-56.13,0.00,0.00
4300.78,-56.41,0.00,0.00
4306.64,-56.72,0.00,0.00
4312.50,-57.04,0.00,0.00
4318.36,-57.37,0.00,0.00
4324.22,-57.73,0.00,0.00
4330.08,-58.10,0.00,0.00
4335.94,-58.46,0.00,0.00
4341.80,-58.84,0.00,0.00
4347.66,-59.21,0.00,0.00
4353.52,-59.60,0.00,0.00
4359.38,-59.99,0.00,0.00
4365.23,-60.37,0.00,0.00
4371.09,-60.75,0.00,0.00
4376.95,-61.11,0.00,0.00
