Hz,dBFS(rms),THD(%),BUZZ(%)
3908.20,-64.82,0.00,0.00
3914.06,-64.34,0.00,0.00
3919.92,-63.85,0.00,0.00
3925.78,-63.34,0.00,0.00
3931.64,-62.83,0.00,0.00
3937.50,-62.35,0.00,0.00
3943.36,-61.88,0.00,0.00
3949.22,-61.44,0.00,0.00
3955.08,-61.03,0.00,0.00
3960.94,-60.64,0.00,0.00
3966.80,-60.29,0.00,0.00
3972.66,-59.98,0.00,0.00
3978.52,-59.69,0.00,0.00
3984.38,-59.42,0.00,0.00
3990.23,-59.19,0.00,0.00
3996.09,-58.98,0.00,0.00
4001.95,-58.81,0.00,0.00
4007.81,-58.66,0.00,0.00
4013.67,-58.54,0.00,0.00
4019.53,-58.46,0.00,0.00
4025.39,-58.40,0.00,0.00
4031.25,-58.37,0.00,0.00
4037.11,-58.38,0.00,0.00
4042.97,-58.40,0.00,0.00
4048.83,-58.45,0.00,0.00
4054.69,-58.52,0.00,0.00
4060.55,-58.61,0.00,0.00
4066.41,-58.70,0.00,0.00
4072.27,-58.81,0.00,0.00
4078.13,-58.92,0.00,0.00
4083.98,-59.04,0.00,0.00
4089.84,-59.16,0.00,0.00
4095.70,-59.28,0.00,0.00
4101.56,-59.39,0.00,0.00
4107.42,-59.51,0.00,0.00
4113.28,-59.62,0.00,0.00
4119.14,-59.72,0.00,0.00
4125.00,-59.83,0.00,0.00
4130.86,-59.94,0.00,0.00
4136.72,-60.07,0.00,0.00
4142.58,-60.22,0.00,0.00
4148.44,-60.38,0.00,0.00
4154.30,-60.58,0.00,0.00
4160.16,-60.80,0.00,0.00
4166.02,-61.04,0.00,0.00
4171.88,-61.29,0.00,0.00
4177.73,-61.54,0.00,0.00
4183.59,-61.79,0.00,0.00
4189.45,-62.04,0.00,0.00
4195.31,-62.26,0.00,0.00
4201.17,-62.47,0.00,0.00
4207.03,-62.67,0.00,0.00
4212.89,-62.85,0.00,0.00
4218.75,-63.01,0.00,0.00
4224.61,-63.17,0.00,0.00
4230.47,-63.31,0.00,0.00
4236.33,-63.45,0.00,0.00
4242.19,-63.57,0.00,0.00
4248.05,-63.67,0.00,0.00
4253.91,-63.76,0.00,0.00
4259.77,-63.86,0.00,0.00
4265.63,-63.96,0.00,0.00
4271.48,-64.07,0.00,0.00
4277.34,-64.17,0.00,0.00
4283.20,-64.19,0.00,0.00
4289.06,-64.09,0.00,0.00
4294.92,-63.89,0.00,0.00
4300.78,-63.64,0.00,0.00
4306.64,-63.36,0.00,0.00
4312.50,-63.11,0.00,0.00
4318.36,-62.92,0.00,0.00
4324.22,-62.80,0.00,0.00
4330.08,-62.76,0.00,0.00
4335.94,-62.75,0.00,0.00
4341.80,-62.78,0.00,0.00
4347.66,-62.83,0.00,0.00
4353.52,-62.87,0.00,0.00
4359.38,-62.88,0.00,0.00
4365.23,-62.87,0.00,0.00
4371.09,-62.83,0.00,0.00
4376.95,-62.76,0.00,0.00
4382.81,-62.67,0.00,0.00
4388.67,-62.57,0.00,0.00
4394.53,-62.45,0.00,0.00
4400.39,-62.33,0.00,0.00
4406.25,-62.21,0.00,0.00
4412.11,-62.09,0.00,0.00
4417.97,-61.98,0.00,0.00
4423.83,-61.88,0.00,0.00
4429.69,-61.80,0.00,0.00
4435.55,-61.74,0.00,0.00
4441.41,-61.71,0.00,0.00
4447.27,-61.71,0.00,0.00
4453.13,-61.72,0.00,0.00
4458.98,-61.75,0.00,0.00
4464.84,-61.81,0.00,0.00
4470.70,-61.88,0.00,0.00
4476.56,-61.96,0.00,0.00
4482.42,-62.06,0.00,0.00
4488.28,-62.18,0.00,0.00
4494.14,-62.32,0.00,0.00
4500.00,-62.48,0.00,0.00
4505.86,-62.65,0.00,0.00
4511.72,-62.83,0.00,0.00
4517.58,-63.03,0.00,0.00
4523.44,-63.23,0.00,0.00
4529.30,-63.45,0.00,0.00
4535.16,-63.68,0.00,0.00
4541.02,-63.92,0.00,0.00
4546.88,-64.16,0.00,0.00
